chr	strand	gene
chr2	+	NOSTRIN
chr2	-	SPC25
chr2	+	G6PC2
chr2	-	ABCB11
chr2	+	DHRS9
chr2	-	LRP2
chr2	+	BBS5
chr2	+	KLHL41
chr2	-	FASTKD1
chr2	+	PPIG
chr2	-	CCDC173
chr2	+	PHOSPHO2-KLHL23+KLHL23+PHOSPHO2
chr2	+	SSB
chr2	-	METTL5
chr2	+	UBR3
chr2	+	MYO3B
chr2	+	SP5
chr2	+	ERICH2
chr2	+	GAD1
chr2	+	GORASP2
chr2	-	TLK1
chr2	-	METTL8
chr2	+	DCAF17
chr2	+	CYBRD1
chr2	+	DYNC1I2
chr2	-	SLC25A12
chr2	+	HAT1
chr2	+	METAP1D
chr2	+	DLX1
chr2	-	DLX2
chr2	+	ITGA6
chr2	+	PDK1
chr2	+	RAPGEF4
chr2	+	MAP3K20
chr2	+	CDCA7
chr2	-	SP3
chr2	-	OLA1
chr2	+	SP9
chr2	-	CIR1
chr2	+	SCRN3
chr2	-	GPR155
chr2	-	WIPF1
chr2	-	CHRNA1
chr2	-	LOC105373750
chr2	-	CHN1
chr2	-	ATF2
chr2	-	ATP5MC3
chr2	-	LNPK
chr2	-	EVX2
chr2	+	HOXD13
chr2	+	HOXD12
chr2	-	LOC107985805
chr2	+	HOXD11
chr2	+	HOXD10
chr2	+	HOXD9
chr2	+	HOXD8
chr2	+	HOXD4
chr2	+	HOXD3
chr2	+	HOXD1
chr2	+	MTX2
chr2	+	HNRNPA3
chr2	-	NFE2L2
chr2	+	AGPS
chr2	-	TTC30B
chr2	-	TTC30A
chr2	-	PDE11A
chr2	+	RBM45
chr2	+	OSBPL6
chr2	-	PRKRA
chr2	+	PJVK
chr2	-	FKBP7
chr2	+	PLEKHA3
chr2	-	TTN
chr2	-	CCDC141
chr2	-	SESTD1
chr2	-	ZNF385B
chr2	-	CWC22
chr2	+	UBE2E3
chr2	+	ITGA4
chr2	-	CERKL
chr2	-	NEUROD1
chr2	+	ITPRID2
chr2	+	PPP1R1C
chr2	-	PDE1A
chr2	+	DNAJC10
chr2	-	FRZB
chr2	-	NCKAP1
chr2	+	DUSP19
chr2	+	NUP35
chr2	-	LOC105373780
chr2	+	ZNF804A
chr2	+	FSIP2
chr2	+	ZC3H15
chr2	+	ITGAV
chr2	+	FAM171B
chr2	-	ZSWIM2
chr2	-	CALCRL
chr2	-	TFPI
chr2	+	GULP1
chr2	+	COL3A1
chr2	-	COL5A2
chr2	+	WDR75
chr2	-	SLC40A1
chr2	+	ASNSD1+ASDURF
chr2	+	ANKAR
chr2	-	OSGEPL1
chr2	-	ORMDL1
chr2	+	PMS1
chr2	+	C2orf88
chr2	-	MSTN
chr2	-	HIBCH
chr2	+	INPP1
chr2	+	MFSD6
chr2	-	NEMP2
chr2	+	NAB1
chr2	+	GLS
chr2	-	STAT1
chr2	-	STAT4
chr2	+	MYO1B
chr2	+	NABP1
chr2	-	CAVIN2
chr2	-	TMEFF2
chr2	+	SLC39A10
chr2	-	DNAH7
chr2	-	STK17B
chr2	-	HECW2
chr2	+	CCDC150
chr2	-	GTF3C3
chr2	-	C2orf66
chr2	-	PGAP1
chr2	-	ANKRD44
chr2	-	SF3B1
chr2	+	COQ10B
chr2	-	HSPD1
chr2	+	HSPE1+HSPE1-MOB4+MOB4
chr2	-	RFTN2
chr2	+	MARS2
chr2	-	BOLL
chr2	+	PLCL1
chr2	-	SATB2
chr2	-	FTCDNL1
chr2	+	C2orf69
chr2	-	TYW5
chr2	+	MAIP1
chr2	+	SPATS2L
chr2	-	KCTD18
chr2	+	SGO2
chr2	+	AOX1
chr2	+	BZW1
chr2	-	CLK1
chr2	-	PPIL3
chr2	+	NIF3L1
chr2	-	ORC2
chr2	-	FAM126B
chr2	+	NDUFB3
chr2	+	CFLAR
chr2	+	CASP10
chr2	+	CASP8
chr2	-	FLACC1
chr2	-	TRAK2
chr2	+	STRADB
chr2	-	C2CD6
chr2	-	TMEM237
chr2	-	MPP4
chr2	-	ALS2
chr2	+	CDK15
chr2	+	FZD7
chr2	+	KIAA2012
chr2	-	SUMO1
chr2	+	NOP58
chr2	+	BMPR2
chr2	+	FAM117B
chr2	-	ICA1L
chr2	-	WDR12
chr2	+	CARF
chr2	+	NBEAL1
chr2	+	CYP20A1
chr2	+	ABI2
chr2	-	RAPH1
chr2	+	CD28
chr2	+	CTLA4
chr2	+	ICOS
chr2	+	PARD3B
chr2	+	NRP2
chr2	-	INO80D
chr2	-	NDUFS1
chr2	+	EEF1B2
chr2	-	GPR1
chr2	+	ZDBF2
chr2	+	ADAM23
chr2	+	FAM237A
chr2	-	DYTN
chr2	-	MDH1B
chr2	+	FASTKD2+CPO
chr2	-	KLF7
chr2	+	CREB1
chr2	-	METTL21A
chr2	+	CCNYL1
chr2	-	FZD5
chr2	-	PLEKHM3
chr2	-	CRYGD
chr2	-	CRYGC
chr2	-	CRYGB
chr2	-	CRYGA
chr2	-	C2orf80
chr2	-	IDH1
chr2	+	PIKFYVE
chr2	+	PTH2R
chr2	+	MAP2
chr2	+	UNC80
chr2	+	RPE
chr2	-	KANSL1L
chr2	-	ACADL
chr2	-	MYL1
chr2	-	LANCL1
chr2	+	CPS1
chr2	-	ERBB4
chr2	-	IKZF2
chr2	+	SPAG16
chr2	+	VWC2L
chr2	-	BARD1
chr2	-	ABCA12
chr2	+	ATIC
chr2	-	FN1
chr2	-	MREG
chr2	-	PECR
chr2	+	TMEM169
chr2	+	XRCC5
chr2	-	MARCHF4
chr2	+	SMARCAL1
chr2	+	RPL37A
chr2	+	IGFBP2
chr2	-	IGFBP5
chr2	-	TNP1
chr2	-	TNS1
chr2	+	RUFY4
chr2	+	CXCR2
chr2	-	CXCR1
chr2	+	ARPC2
chr2	+	GPBAR1
chr2	-	AAMP
chr2	+	PNKD
chr2	-	TMBIM1
chr2	+	CATIP
chr2	+	SLC11A1
chr2	+	CTDSP1
chr2	+	VIL1
chr2	-	USP37
chr2	+	CNOT9
chr2	+	PLCD4
chr2	-	ZNF142
chr2	+	BCS1L
chr2	-	RNF25
chr2	+	STK36
chr2	+	TTLL4
chr2	+	CYP27A1
chr2	-	PRKAG3
chr2	+	WNT10A+WNT6
chr2	+	CDK5R2
chr2	-	FEV
chr2	-	CRYBA2
chr2	-	CFAP65
chr2	-	IHH
chr2	-	NHEJ1
chr2	-	SLC23A3
chr2	-	CNPPD1
chr2	+	RETREG2
chr2	+	ZFAND2B
chr2	-	ABCB6
chr2	-	ATG9A
chr2	+	ANKZF1
chr2	-	GLB1L
chr2	+	STK16
chr2	-	TUBA4A
chr2	+	TUBA4B
chr2	+	DNAJB2
chr2	-	PTPRN
chr2	-	RESP18
chr2	-	DNPEP
chr2	+	DES
chr2	+	SPEG
chr2	+	SPEGNB
chr2	+	GMPPA
chr2	+	ASIC4
chr2	-	CHPF
chr2	+	TMEM198
chr2	-	OBSL1
chr2	+	INHA
chr2	+	STK11IP
chr2	+	SLC4A3
chr2	-	EPHA4
chr2	-	PAX3
chr2	+	SGPP2
chr2	-	FARSB
chr2	+	MOGAT1
chr2	+	ACSL3
chr2	+	KCNE4
chr2	-	SCG2
chr2	-	AP1S3
chr2	-	WDFY1
chr2	+	MRPL44
chr2	-	SERPINE2
chr2	-	FAM124B
chr2	-	CUL3
chr2	-	DOCK10
chr2	+	NYAP2
chr2	-	IRS1
chr2	+	RHBDD1
chr2	-	COL4A4
chr2	+	COL4A3
chr2	+	MFF
chr2	-	TM4SF20
chr2	+	AGFG1
chr2	-	C2orf83
chr2	-	SLC19A3
chr2	+	CCL20
chr2	+	DAW1
chr2	-	SPHKAP
chr2	-	PID1
chr2	-	DNER
chr2	-	TRIP12
chr2	+	FBXO36
chr2	-	SLC16A14
chr2	-	SP110
chr2	+	SP140
chr2	+	SP140L
chr2	+	SP100
chr2	+	CAB39
chr2	+	ITM2C
chr2	-	GPR55
chr2	+	SPATA3
chr2	+	C2orf72
chr2	+	PSMD1
chr2	-	HTR2B
chr2	+	ARMC9
chr2	+	B3GNT7
chr2	-	NCL
chr2	-	NMUR1
chr2	+	TEX44
chr2	+	PTMA
chr2	-	PDE6D
chr2	+	COPS7B
chr2	-	NPPC
chr2	+	DIS3L2
chr2	+	ALPP
chr2	+	ALPG
chr2	+	ALPI
chr2	-	ECEL1
chr2	+	PRSS56
chr2	+	CHRND
chr2	+	CHRNG
chr2	-	TIGD1
chr2	+	EIF4E2
chr2	+	EFHD1
chr2	+	GIGYF2
chr2	-	KCNJ13
chr2	+	SNORC
chr2	-	NGEF
chr2	+	NEU2
chr2	+	INPP5D
chr2	+	ATG16L1
chr2	+	SAG
chr2	+	DGKD
chr2	-	USP40
chr2	+	UGT1A7+UGT1A6+UGT1A1+UGT1A10+UGT1A9+UGT1A5+UGT1A3+UGT1A8+UGT1A4
chr2	-	DNAJB3
chr2	+	MROH2A
chr2	-	HJURP
chr2	+	TRPM8
chr2	+	SPP2
chr2	-	ARL4C
chr2	+	SH3BP4
chr2	+	AGAP1
chr2	-	LOC105373944
chr2	-	GBX2
chr2	-	ASB18
chr2	-	IQCA1
chr2	+	ACKR3
chr2	+	COPS8
chr2	-	COL6A3
chr2	+	MLPH
chr2	+	PRLH
chr2	-	RAB17
chr2	+	LRRFIP1
chr2	+	RBM44
chr2	+	RAMP1
chr2	+	UBE2F
chr2	+	SCLY
chr2	+	ESPNL
chr2	+	KLHL30
chr2	+	ERFE
chr2	-	ILKAP
chr2	-	HES6
chr2	-	PER2
chr2	+	TRAF3IP1
chr2	+	ASB1
chr2	+	TWIST2
chr2	-	HDAC4
chr2	+	LOC401040
chr2	-	NDUFA10
chr2	-	OR6B2
chr2	-	OR6B3
chr2	-	COPS9
chr2	-	OTOS
chr2	+	GPC1
chr2	-	ANKMY1
chr2	+	DUSP28
chr2	+	RNPEPL1
chr2	+	CAPN10
chr2	+	GPR35
chr2	-	AQP12B
chr2	+	AQP12A
chr2	-	KIF1A
chr2	+	AGXT
chr2	-	MAB21L4
chr2	+	CROCC2
chr2	+	SNED1
chr2	-	MTERF4
chr2	-	PASK
chr2	+	PPP1R7
chr2	+	ANO7
chr2	-	HDLBP
chr2	+	SEPTIN2
chr2	+	FARP2
chr2	-	STK25
chr2	+	BOK
chr2	-	THAP4
chr2	+	ATG4B
chr2	-	DTYMK
chr2	+	ING5
chr2	+	D2HGDH
chr2	+	GAL3ST2
chr2	+	NEU4
chr2	-	LOC107986004
chr2	-	PDCD1
chr2	+	RTP5
chr2	-	FAM240C
chr20	+	DEFB125
chr20	+	DEFB126
chr20	+	DEFB127
chr20	-	DEFB128
chr20	+	DEFB129
chr20	+	DEFB132
chr20	-	C20orf96
chr20	+	ZCCHC3
chr20	+	SOX12
chr20	-	LOC101929937
chr20	+	NRSN2
chr20	+	TRIB3
chr20	+	RBCK1
chr20	-	TBC1D20
chr20	-	CSNK2A1
chr20	-	TCF15
chr20	-	SRXN1
chr20	-	SCRT2
chr20	-	SLC52A3
chr20	+	FAM110A
chr20	-	ANGPT4
chr20	-	RSPO4
chr20	+	PSMF1
chr20	-	TMEM74B
chr20	+	C20orf202
chr20	+	RAD21L1
chr20	+	SNPH
chr20	-	SDCBP2
chr20	-	FKBP1A
chr20	-	NSFL1C
chr20	-	SIRPB2
chr20	-	SIRPD
chr20	-	SIRPB1
chr20	-	SIRPG
chr20	-	LOC107984104
chr20	+	SIRPA
chr20	-	PDYN
chr20	+	STK35
chr20	+	TGM3
chr20	+	TGM6
chr20	-	SNRPB
chr20	-	ZNF343
chr20	+	TMC2
chr20	+	NOP56
chr20	-	IDH3B
chr20	+	EBF4
chr20	-	CPXM1
chr20	+	C20orf141
chr20	+	TMEM239
chr20	-	PCED1A
chr20	+	VPS16+PTPRA
chr20	+	GNRH2
chr20	+	MRPS26
chr20	+	OXT
chr20	-	AVP
chr20	-	FASTKD5+UBOX5
chr20	-	LZTS3
chr20	-	DDRGK1
chr20	+	ITPA
chr20	-	SLC4A11
chr20	-	C20orf194
chr20	+	ATRN
chr20	-	GFRA4
chr20	-	ADAM33
chr20	-	SIGLEC1
chr20	+	HSPA12B
chr20	-	C20orf27
chr20	-	SPEF1
chr20	-	CENPB
chr20	+	CDC25B
chr20	+	AP5S1
chr20	+	MAVS
chr20	+	PANK2
chr20	-	RNF24
chr20	+	SMOX
chr20	-	ADRA1D
chr20	+	PRNP
chr20	+	PRND
chr20	-	RASSF2
chr20	-	SLC23A2
chr20	-	TMEM230
chr20	-	PCNA
chr20	+	CDS2
chr20	-	PROKR2
chr20	-	GPCPD1
chr20	+	SHLD1
chr20	+	CHGB
chr20	-	TRMT6
chr20	+	MCM8
chr20	+	CRLS1
chr20	-	LRRN4
chr20	-	FERMT1
chr20	+	BMP2
chr20	-	HAO1
chr20	-	TMX4
chr20	+	PLCB1
chr20	+	PLCB4
chr20	+	LAMP5
chr20	-	PAK5
chr20	+	ANKEF1
chr20	+	SNAP25
chr20	-	MKKS
chr20	+	SLX4IP
chr20	-	JAG1
chr20	+	BTBD3
chr20	+	SPTLC3
chr20	+	ISM1
chr20	-	TASP1
chr20	-	ESF1
chr20	+	NDUFAF5
chr20	-	SEL1L2
chr20	+	MACROD2
chr20	-	FLRT3
chr20	-	KIF16B
chr20	+	SNRPB2
chr20	+	OTOR
chr20	+	PCSK2
chr20	-	BFSP1
chr20	+	DSTN
chr20	-	RRBP1
chr20	+	BANF2
chr20	-	SNX5
chr20	+	MGME1
chr20	-	OVOL2
chr20	+	KAT14+PET117
chr20	+	ZNF133
chr20	-	DZANK1
chr20	+	POLR3F
chr20	-	RBBP9
chr20	+	SEC23B
chr20	+	SMIM26
chr20	+	DTD1
chr20	+	SCP2D1
chr20	+	SLC24A3
chr20	-	LOC107987276
chr20	+	RIN2
chr20	+	NAA20
chr20	-	CRNKL1
chr20	+	CFAP61
chr20	+	INSM1
chr20	-	RALGAPA2
chr20	+	KIZ
chr20	+	XRN2
chr20	-	NKX2-4
chr20	-	LOC112268271
chr20	-	NKX2-2
chr20	+	PAX1
chr20	-	FOXA2
chr20	+	SSTR4
chr20	-	THBD
chr20	-	CD93
chr20	+	NXT1
chr20	+	GZF1
chr20	-	NAPB
chr20	+	CSTL1
chr20	-	CST11
chr20	+	CST8
chr20	-	CST9L
chr20	-	CST9
chr20	-	CST3
chr20	-	CST4
chr20	-	CST1
chr20	-	CST2
chr20	-	CST5
chr20	-	GGTLC1
chr20	-	LOC105372585
chr20	+	SYNDIG1
chr20	+	CST7
chr20	-	APMAP
chr20	-	ACSS1
chr20	-	VSX1
chr20	+	ENTPD6
chr20	+	PYGB
chr20	-	ABHD12
chr20	+	GINS1
chr20	-	NINL
chr20	-	NANP
chr20	-	ZNF337
chr20	-	LOC107985433
chr20	+	DEFB115
chr20	-	DEFB116
chr20	+	DEFB118
chr20	-	DEFB119
chr20	-	DEFB121
chr20	+	DEFB123
chr20	-	DEFB124
chr20	+	REM1
chr20	+	HM13
chr20	+	LOC107985416
chr20	+	ID1
chr20	+	COX4I2
chr20	-	BCL2L1
chr20	+	TPX2
chr20	+	MYLK2
chr20	-	DUSP15+FOXS1
chr20	+	TTLL9
chr20	-	PDRG1
chr20	+	XKR7
chr20	+	CCM2L
chr20	+	HCK
chr20	+	TM9SF4
chr20	-	PLAGL2
chr20	+	POFUT1
chr20	+	KIF3B
chr20	+	ASXL1
chr20	-	NOL4L
chr20	-	C20orf203
chr20	-	COMMD7
chr20	+	DNMT3B
chr20	+	MAPRE1
chr20	+	EFCAB8
chr20	-	SUN5
chr20	+	BPIFB2
chr20	+	BPIFB6
chr20	+	BPIFB3
chr20	+	BPIFB4
chr20	+	LOC105372714
chr20	+	BPIFA2
chr20	+	BPIFA3
chr20	+	BPIFA1
chr20	+	BPIFB1
chr20	-	CDK5RAP1
chr20	-	SNTA1
chr20	+	CBFA2T2
chr20	-	NECAB3
chr20	+	C20orf144
chr20	+	ACTL10
chr20	-	E2F1
chr20	-	PXMP4
chr20	+	ZNF341
chr20	+	CHMP4B
chr20	+	RALY
chr20	-	EIF2S2
chr20	+	ASIP
chr20	-	AHCY
chr20	-	LOC107985381
chr20	+	ITCH
chr20	+	DYNLRB1
chr20	+	MAP1LC3A
chr20	-	PIGU
chr20	+	TP53INP2
chr20	-	NCOA6
chr20	-	GGT7
chr20	+	ACSS2
chr20	-	GSS
chr20	+	MYH7B
chr20	-	TRPC4AP
chr20	-	MMP24OS+MMP24-AS1-EDEM2+EDEM2
chr20	+	PROCR
chr20	+	MMP24
chr20	-	EIF6
chr20	-	FAM83C
chr20	-	UQCC1
chr20	-	GDF5
chr20	+	CEP250
chr20	-	C20orf173
chr20	+	ERGIC3
chr20	+	SPAG4
chr20	-	RBM12+CPNE1
chr20	-	NFS1
chr20	+	ROMO1
chr20	-	RBM39
chr20	+	PHF20
chr20	-	SCAND1
chr20	+	CNBD2
chr20	+	EPB41L1
chr20	+	AAR2
chr20	+	DLGAP4
chr20	+	MYL9
chr20	+	TGIF2-RAB5IF+RAB5IF+TGIF2
chr20	-	SLA2
chr20	-	NDRG3
chr20	-	DSN1
chr20	-	SOGA1
chr20	+	TLDC2
chr20	-	SAMHD1
chr20	-	RBL1
chr20	-	MROH8
chr20	+	RPN2
chr20	-	GHRH
chr20	+	MANBAL
chr20	+	SRC
chr20	-	BLCAP
chr20	+	NNAT
chr20	+	CTNNBL1
chr20	+	VSTM2L
chr20	-	TTI1
chr20	+	RPRD1B
chr20	-	TGM2
chr20	-	KIAA1755
chr20	+	BPI
chr20	+	LBP
chr20	+	RALGAPB
chr20	+	ADIG
chr20	+	ARHGAP40
chr20	+	SLC32A1
chr20	+	ACTR5
chr20	+	PPP1R16B
chr20	+	FAM83D
chr20	+	DHX35
chr20	-	MAFB
chr20	+	TOP1
chr20	+	PLCG1
chr20	-	ZHX3
chr20	+	LPIN3
chr20	-	EMILIN3
chr20	-	CHD6
chr20	-	PTPRT
chr20	+	SRSF6
chr20	+	L3MBTL1
chr20	+	SGK2
chr20	+	IFT52
chr20	+	MYBL2
chr20	-	GTSF1L
chr20	+	TOX2
chr20	-	JPH2
chr20	-	OSER1
chr20	+	GDAP1L1
chr20	-	FITM2
chr20	+	R3HDML
chr20	+	HNF4A
chr20	+	TTPAL
chr20	-	SERINC3
chr20	+	PKIG
chr20	-	ADA
chr20	+	CCN5
chr20	+	KCNK15
chr20	-	RIMS4
chr20	+	YWHAB
chr20	+	PABPC1L
chr20	-	TOMM34
chr20	+	STK4
chr20	-	KCNS1
chr20	-	WFDC5
chr20	-	WFDC12
chr20	+	PI3
chr20	+	SEMG1
chr20	+	SEMG2
chr20	-	SLPI
chr20	-	MATN4
chr20	+	RBPJL
chr20	-	SDC4
chr20	+	SYS1
chr20	-	TP53TG5
chr20	+	DBNDD2
chr20	+	PIGT
chr20	+	WFDC2
chr20	-	SPINT3
chr20	-	EPPIN-WFDC6+EPPIN+WFDC6
chr20	-	WFDC8
chr20	-	WFDC9
chr20	+	WFDC10A
chr20	-	WFDC11
chr20	-	WFDC10B+WFDC3
chr20	+	WFDC13
chr20	+	SPINT4
chr20	+	DNTTIP1
chr20	+	UBE2C
chr20	-	TNNC2
chr20	+	SNX21
chr20	-	ACOT8
chr20	+	ZSWIM3
chr20	+	ZSWIM1
chr20	-	NEURL2+SPATA25
chr20	+	CTSA
chr20	-	PLTP
chr20	-	LOC107985388
chr20	+	PCIF1
chr20	-	ZNF335
chr20	+	MMP9
chr20	+	SLC12A5
chr20	-	NCOA5
chr20	+	CD40
chr20	-	CDH22
chr20	-	SLC35C2
chr20	-	ELMO2
chr20	-	ZNF334
chr20	-	OCSTAMP
chr20	-	SLC13A3+TP53RK
chr20	+	SLC2A10
chr20	+	EYA2
chr20	-	ZMYND8
chr20	+	NCOA3
chr20	-	SULF2
chr20	-	PREX1
chr20	+	ARFGEF2
chr20	+	CSE1L
chr20	-	STAU1
chr20	+	DDX27
chr20	-	ZNFX1
chr20	-	KCNB1
chr20	-	PTGIS
chr20	-	B4GALT5
chr20	+	SLC9A8
chr20	-	SPATA2
chr20	+	RNF114
chr20	+	SNAI1
chr20	-	PEDS1+UBE2V1+PEDS1-UBE2V1
chr20	+	CEBPB
chr20	+	PELATON
chr20	+	PTPN1
chr20	-	RIPOR3
chr20	+	PARD6B
chr20	+	BCAS4
chr20	-	ADNP
chr20	-	DPM1
chr20	+	MOCS3
chr20	-	KCNG1
chr20	-	NFATC2
chr20	-	ATP9A
chr20	-	SALL4
chr20	-	ZFP64
chr20	+	TSHZ2
chr20	-	ZNF217
chr20	-	BCAS1
chr20	-	CYP24A1
chr20	+	PFDN4
chr20	+	DOK5
chr20	-	CBLN4
chr20	+	MC3R
chr20	+	FAM210B
chr20	-	AURKA
chr20	+	CSTF1
chr20	+	CASS4
chr20	+	RTF2
chr20	+	FAM209A
chr20	+	FAM209B
chr20	+	TFAP2C
chr20	-	BMP7
chr20	+	LOC112268270
chr20	+	SPO11
chr20	+	RAE1
chr20	-	MTRNR2L3
chr20	+	RBM38
chr20	-	CTCFL
chr20	+	PCK1
chr20	-	ZBP1
chr20	-	PMEPA1
chr20	+	C20orf85
chr20	-	ANKRD60
chr20	+	RAB22A
chr20	+	VAPB
chr20	-	APCDD1L
chr20	-	LOC107985410
chr20	+	STX16
chr20	+	NPEPL1
chr20	+	GNAS
chr20	+	NELFCD
chr20	-	CTSZ
chr20	+	TUBB1
chr20	-	ATP5F1E
chr20	-	PRELID3B
chr20	+	ZNF831
chr20	+	EDN3
chr20	+	PHACTR3
chr20	-	SYCP2
chr20	+	FAM217B
chr20	-	PPP1R3D
chr20	+	CDH26
chr20	+	CDH4
chr20	-	TAF4
chr20	-	LOC105372704
chr20	+	LSM14B
chr20	-	PSMA7
chr20	+	SS18L1
chr20	+	MTG2
chr20	-	HRH3
chr20	+	OSBPL2
chr20	+	ADRM1
chr20	-	LAMA5
chr20	+	RPS21
chr20	-	CABLES2
chr20	-	RBBP8NL
chr20	-	GATA5
chr20	+	MIR1-1HG
chr20	+	SLCO4A1
chr20	+	NTSR1
chr20	-	LOC107987285
chr20	+	MRGBP
chr20	+	OGFR
chr20	+	COL9A3
chr20	-	TCFL5
chr20	+	DPH3P1
chr20	-	DIDO1
chr20	+	GID8
chr20	+	SLC17A9
chr20	-	BHLHE23
chr20	-	YTHDF1
chr20	+	BIRC7
chr20	-	NKAIN4
chr20	+	ARFGAP1
chr20	+	COL20A1
chr20	-	CHRNA4
chr20	-	KCNQ2
chr20	-	EEF1A2
chr20	+	PPDPF
chr20	-	PTK6
chr20	-	SRMS
chr20	+	FNDC11
chr20	-	HELZ2
chr20	-	GMEB2
chr20	-	STMN3
chr20	+	RTEL1
chr20	+	TNFRSF6B
chr20	-	ARFRP1
chr20	+	ZGPAT+LIME1
chr20	+	SLC2A4RG
chr20	-	ZBTB46
chr20	+	ABHD16B
chr20	+	TPD52L2
chr20	+	DNAJC5
chr20	-	UCKL1
chr20	-	ZNF512B
chr20	-	SAMD10
chr20	+	PRPF6
chr20	+	C20orf204
chr20	+	TCEA2
chr20	-	SOX18
chr20	-	RGS19
chr20	+	OPRL1
chr20	-	LKAAEAR1
chr20	-	NPBWR2
chr20	+	MYT1
chr20	+	PCMTD2
chr21	+	LOC102723996
chr21	-	GATD3B
chr21	-	LOC102724159
chr21	-	LOC102724200
chr21	+	LOC102724219
chr21	-	LOC102724334
chr21	-	CH507-42P11.6
chr21	+	SIK1B
chr21	-	LOC107987288+LOC107987289
chr21	+	LOC102724843
chr21	+	LOC107987290
chr21	-	CBSL
chr21	-	U2AF1L5
chr21	+	CRYAA2
chr21	+	LOC102724951
chr21	-	LOC102723360
chr21	+	SMIM11B
chr21	-	FAM243B
chr21	-	KCNE1B
chr21	-	LOC101927345
chr21	+	TPTE
chr21	+	POTED
chr21	-	LIPI
chr21	+	RBM11
chr21	-	HSPA13
chr21	-	SAMSN1
chr21	-	LOC388813
chr21	-	NRIP1
chr21	+	USP25
chr21	+	CXADR
chr21	-	BTG3
chr21	-	C21orf91
chr21	+	CHODL
chr21	-	TMPRSS15
chr21	+	NCAM2
chr21	-	MRPL39
chr21	+	JAM2
chr21	-	ATP5PF
chr21	+	GABPA
chr21	-	APP
chr21	-	CYYR1
chr21	-	ADAMTS1
chr21	-	ADAMTS5
chr21	-	N6AMT1
chr21	-	LTN1
chr21	-	RWDD2B
chr21	+	USP16
chr21	-	CCT8
chr21	+	MAP3K7CL
chr21	+	BACH1
chr21	-	GRIK1
chr21	-	CLDN17
chr21	-	CLDN8
chr21	-	KRTAP24-1
chr21	-	KRTAP25-1
chr21	-	KRTAP26-1
chr21	-	KRTAP27-1
chr21	-	KRTAP23-1
chr21	-	KRTAP13-2
chr21	+	KRTAP13-1
chr21	-	KRTAP13-3
chr21	+	KRTAP13-4
chr21	+	KRTAP15-1
chr21	-	KRTAP19-1
chr21	-	KRTAP19-2
chr21	-	KRTAP19-3
chr21	-	KRTAP19-4
chr21	-	KRTAP19-5
chr21	-	KRTAP19-6
chr21	-	KRTAP19-7
chr21	-	KRTAP22-2
chr21	+	KRTAP6-3
chr21	-	KRTAP6-2
chr21	+	KRTAP22-1
chr21	-	KRTAP6-1
chr21	+	KRTAP20-1
chr21	+	KRTAP20-4
chr21	+	KRTAP20-2
chr21	+	KRTAP20-3
chr21	-	KRTAP21-3
chr21	-	KRTAP21-2
chr21	-	KRTAP21-1
chr21	-	KRTAP8-1
chr21	-	KRTAP7-1
chr21	-	KRTAP11-1
chr21	-	KRTAP19-8
chr21	-	TIAM1
chr21	+	LOC150051
chr21	+	SOD1
chr21	-	SCAF4
chr21	+	HUNK
chr21	-	MIS18A
chr21	+	MRAP
chr21	-	URB1
chr21	+	EVA1C
chr21	-	CFAP298-TCP10L+CFAP298+TCP10L
chr21	-	SYNJ1
chr21	-	PAXBP1
chr21	-	C21orf62
chr21	+	OLIG2
chr21	+	OLIG1
chr21	+	IFNAR2
chr21	+	IL10RB
chr21	+	IFNAR1
chr21	+	IFNGR2
chr21	-	TMEM50B
chr21	-	DNAJC28
chr21	-	GART
chr21	+	SON
chr21	-	DONSON
chr21	-	CRYZL1
chr21	+	ITSN1
chr21	-	ATP5PO
chr21	+	SLC5A3+MRPS6
chr21	+	KCNE2
chr21	+	SMIM11A
chr21	-	FAM243A
chr21	-	SMIM34A
chr21	-	KCNE1
chr21	-	RCAN1
chr21	+	CLIC6
chr21	-	RUNX1
chr21	-	SETD4
chr21	+	CBR1
chr21	+	CBR3
chr21	+	DOP1B
chr21	+	MORC3
chr21	+	CHAF1B
chr21	-	CLDN14
chr21	+	SIM2
chr21	-	HLCS
chr21	+	RIPPLY3
chr21	-	PIGP
chr21	+	TTC3
chr21	-	VPS26C
chr21	+	DYRK1A
chr21	+	LOC105372798
chr21	-	KCNJ6
chr21	+	KCNJ15
chr21	-	ERG
chr21	+	ETS2
chr21	-	PSMG1
chr21	-	BRWD1
chr21	-	HMGN1
chr21	+	SH3BGR+GET1-SH3BGR+GET1
chr21	-	LCA5L
chr21	+	B3GALT5
chr21	+	IGSF5
chr21	+	PCP4
chr21	-	DSCAM
chr21	+	BACE2
chr21	+	FAM3B
chr21	+	MX2
chr21	+	MX1
chr21	-	TMPRSS2
chr21	-	RIPK4
chr21	-	PRDM15
chr21	-	C2CD2
chr21	-	ZBTB21
chr21	+	UMODL1
chr21	+	ABCG1
chr21	-	TFF3
chr21	-	TFF2
chr21	-	TFF1
chr21	-	TMPRSS3
chr21	+	UBASH3A
chr21	-	RSPH1
chr21	+	SLC37A1
chr21	-	LOC101928212
chr21	+	PDE9A
chr21	-	WDR4
chr21	+	NDUFV3
chr21	-	ERVH48-1
chr21	+	PKNOX1
chr21	-	CBS
chr21	-	U2AF1
chr21	+	CRYAA
chr21	-	SIK1
chr21	-	HSF2BP
chr21	+	H2BS1
